10206;1;2 кв. 2012;1;"мкр. ""1 Мая""";п. Совхоза им. 1 Мая- корп. 35;6;Горьковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха;мкр. Совхоза им. 1 Мая;101010;101010;101010;101010;35;101010;101010;37.84515313804151;55.802539787861406;101010;6;комплексное освоение в целях жилищного строительства;101010;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;П-44Т;17;17;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;нет;99999;12;101010;нет;КОНСЬЕРЖ;22752;99999;3772,8;11107,2;7862,4;99999;99999;99999;;99999;99999;99999;99999;39,3;38,5;40;101010;101010;57,9;51,7;64;101010;101010;81,9;79,2;84,6;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;384;99999;96;192;96;99999;99999;99999;;1 этаж;101010;ГК МОРТОН;101010;101010;"ООО ""Мортон-РСО""";"ООО ""Жилстрой-энерго-М""";"ООО ""Мортон-РСО""";101010;101010;101010;2007, декабрь;6;Завершено;99999;31.12.2009;;4 кв. 2009;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.azbuka-novostr.ru/homes.php?SECTION_ID=1333&is=3;27.05.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10222;17;2 кв. 2012;17;Поле чудес;г. Балашиха- мкр. 21- корп. 43Г;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха;мкр. 21;улица;Свердлова;101010;г;43;101010;101010;37.966667;55.829444;101010;2;развитие застроенных территорий;101010;101010;0,5;МОНОЛИТНЫЕ;Кирпич;Индивидуальная;99999;22;22;Многоэтажный ;СРЕДНИЙ;Нет;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;60;4;62;нет;КОНСЬЕРЖ;9414;99999;3131,1;4244;1797,1;99999;99999;99999;;99999;99999;99999;99999;49,7;47,1;52,3;101010;101010;67,4;65,3;69,4;101010;101010;85,6;81,6;89,5;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;147;99999;63;63;21;99999;99999;99999;;1 этаж;101010;Жилстрой;101010;101010;"ООО СК ""Жилстрой""";Жилстрой Инвест;"ООО ""Электростальгражданпроект""";02.06.2008;№RU50315000-263;101010;2008, июнь;5;Завершено;99999;31.12.2011;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://5005800.ru/newbuild/mkr21/2143g/;04.05.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10223;18;2 кв. 2012;18;Балашиха-Парк;г. Балашиха- мкр. 22- корп. 11;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. 22;улица;Свердлова;101010;101010;11;101010;101010;37.976667;55.830833;101010;6;комплексное освоение в целях жилищного строительства;101010;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;П-44Т;17;17;Многоэтажный ;ЭКОНОМ-КЛАСС;Нет;101010;нет;99999;ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;12;101010;нет;КОНСЬЕРЖ;16050;99999;2522,8;7452,8;5242,8;99999;99999;99999;;99999;99999;99999;99999;37,1;36,8;38,1;101010;101010;54,8;51,8;57,8;101010;101010;77,1;73,6;80,6;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;272;99999;68;136;68;99999;99999;99999;;1 этаж;101010;ГК СУ-155;101010;101010;СУ-155;СУ-155;;101010;101010;101010;2006, декабрь;6;Завершено;99999;30.09.2009;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.azbuka-novostr.ru/homes.php?SECTION_ID=1192&is=2;04.05.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10224;19;2 кв. 2012;19;Балашиха-Парк;г. Балашиха- мкр. 22- корп. 21;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. 22;улица;Свердлова;101010;101010;21;101010;101010;37.976667;55.830833;101010;6;комплексное освоение в целях жилищного строительства;101010;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;И-155;25;25;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;12;101010;нет;КОНСЬЕРЖ;29206;99999;4022,4;7812;17371,2;99999;99999;99999;;99999;99999;99999;99999;41,9;41,9;41,9;101010;101010;65,1;65,1;65,1;101010;101010;103,4;103,4;103,4;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;384;99999;96;120;168;99999;99999;99999;;1 этаж;101010;ГК СУ-155;101010;101010;СУ-155;СУ-155;;101010;101010;101010;2009, март;5;Завершено;99999;30.06.2010;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.su155.ru/ru/service/sale/?ul28=L2JhbGFzaGloYV85L2RlZmF1bHQuYXNweD9JRD0xNDQ4;04.05.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10225;20;2 кв. 2012;20;Балашиха-Парк;г. Балашиха- мкр. 22- корп. 22;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. 22;улица;Свердлова;101010;101010;22;101010;101010;37.976667;55.830833;101010;6;комплексное освоение в целях жилищного строительства;101010;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;И-155;25;25;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;12;101010;нет;КОНСЬЕРЖ;29206;99999;4022,4;7812;17371,2;99999;99999;99999;;99999;99999;99999;99999;41,9;41,9;41,9;101010;101010;65,1;65,1;65,1;101010;101010;103,4;103,4;103,4;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;384;99999;96;120;168;99999;99999;99999;;1 этаж;101010;ГК СУ-155;101010;101010;СУ-155;ГК СУ-155;;101010;101010;101010;2009, март;6;Завершено;99999;30.06.2010;;;;101010;101010;нет;ДОГОВОР КУПЛИ-ПРОДАЖИ (ПРИ РЕАЛИЗАЦИИ КВАРТИР В ПОСТРОЕННОМ И СДАННОМ ГК ДОМЕ);101010;101010;50 000р.;50 000р.;50 000р.;;50 000р.;;;;;;2;;2;;;;;;;;;103;207;10340000;;;207;10340000;;;;;;таблица;http://www.su155.ru/ru/service/sale/?ul28=L2JhbGFzaGloYV85L2RlZmF1bHQuYXNweD9JRD0xNDQ4;27.05.2012;30.06.2011;продается;30.11.2011;продается
10226;21;2 кв. 2012;21;Балашиха-Парк;г. Балашиха- мкр. 22- корп. 3;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. 22;улица;Свердлова;101010;101010;3;101010;101010;37.976667;55.830833;101010;4;комплексное освоение в целях жилищного строительства;101010;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;П-44Т;17;17;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;нет;99999;8;101010;нет;КОНСЬЕРЖ;14848;99999;2474,9;7366,4;4998,4;99999;99999;99999;;99999;99999;99999;99999;38,7;38,5;38,8;101010;101010;57,6;51,7;63,4;101010;101010;78,1;77;79,2;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;256;99999;64;128;64;99999;99999;99999;;1 этаж;101010;ДСК-1;101010;101010;"ОАО ""ДСК-1""";"ОАО ""ДСК-1""";;101010;101010;101010;2010, март;5;Завершено;99999;30.06.2011;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.azbuka-novostr.ru/homes.php?SECTION_ID=2176&is=2;04.05.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10227;22;2 кв. 2012;22;Балашиха-Парк;г. Балашиха- мкр. 22- корп. 9;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. 22;улица;Свердлова;101010;101010;9;101010;101010;37.976667;55.830833;101010;6;комплексное освоение в целях жилищного строительства;101010;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;ИП-46С;17;17;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;12;101010;нет;КОНСЬЕРЖ;21460;99999;8371,2;9872;3216;99999;99999;99999;;99999;99999;99999;99999;43,6;43,6;43,6;101010;101010;61,7;61,7;61,7;101010;101010;100,5;100,5;100,5;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;384;99999;192;160;32;99999;99999;99999;;1 этаж;101010;ГК СУ-155;101010;101010;СУ-155;ГК СУ-155;;101010;101010;101010;2006, декабрь;5;Завершено;99999;30.09.2009;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.su155.ru/ru/service/sale/?ul28=L2JhbGFzaGloYV85L2RlZmF1bHQuYXNweD9JRD0xNDQ4;28.05.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10228;23;2 кв. 2012;23;Южная Звезда;г. Балашиха, мкр. 27А, д. 9;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха;мкр. 27А;улица;Твардовского;9;101010;101010;101010;101010;37.984722;55.796389;101010;2;комплексное освоение в целях жилищного строительства;101010;101010;101010;МОНОЛИТНЫЕ;Кирпич;Индивидуальная;99999;25;25;Многоэтажный ;СРЕДНИЙ;Нет;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;нет;99999;4;101010;нет;КОНСЬЕРЖ;11935;99999;5340;4579,2;2056,8;99999;99999;99999;;99999;99999;99999;99999;44,5;43,9;44,1;101010;101010;63,6;54,8;72;101010;101010;85,7;85,7;85,7;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;216;99999;120;72;24;99999;99999;99999;;1 этаж;101010;СФК Реутово;101010;101010;ООО Капитал Строй;"ЗАО СФК ""Реутово""";;101010;101010;101010;2007, июнь;5;Завершено;99999;30.06.2010;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://balashiha.man-dom.ru/contacts;19.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10229;24;2 кв. 2012;24;Южная Звезда;г. Балашиха- мкр. 27А- д. 9А;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха;мкр. 27А;улица;Твардовского;9;а;101010;101010;101010;37.984722;55.796389;101010;2;комплексное освоение в целях жилищного строительства;101010;101010;101010;МОНОЛИТНЫЕ;Кирпич;Индивидуальная;99999;25;25;Многоэтажный ;СРЕДНИЙ;Нет;101010;нет;99999;ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;нет;99999;4;101010;нет;КОНСЬЕРЖ;11935;99999;5340;4579,2;2056,8;99999;99999;99999;;99999;99999;99999;99999;44,5;43,9;44,1;101010;101010;63,6;54,8;72;101010;101010;85,7;85,7;85,7;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;216;99999;120;72;24;99999;99999;99999;;1 этаж;101010;СФК Реутово;101010;101010;ООО Капитал Строй;"ЗАО СФК ""Реутово""";;101010;101010;101010;2007, июнь;5;Завершено;99999;30.06.2010;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;с/с;с/с;;;;;;;;;;;;;;http://balashiha.man-dom.ru/contacts;27.05.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10230;25;2 кв. 2012;25;Южная Звезда;г. Балашиха, мкр. 27А, д. 9Б;4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха;мкр. 27А;улица;Твардовского;9;б;101010;101010;101010;37.984722;55.796389;101010;2;комплексное освоение в целях жилищного строительства;101010;101010;101010;МОНОЛИТНЫЕ;Кирпич;Индивидуальная;99999;25;25;Многоэтажный ;СРЕДНИЙ;Нет;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;нет;99999;4;101010;нет;КОНСЬЕРЖ;11935;99999;5340;4579,2;2056,8;99999;99999;99999;;99999;99999;99999;99999;44,5;43,9;44,1;101010;101010;63,6;54,8;72;101010;101010;85,7;85,7;85,7;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;216;99999;120;72;24;99999;99999;99999;;1 этаж;101010;СФК Реутово;101010;101010;ООО Капитал Строй;"ЗАО СФК ""Реутово""
";;101010;101010;101010;2007, июнь;5;Завершено;99999;30.06.2010;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://balashiha.man-dom.ru/contacts;19.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10231;26;2 кв. 2012;26;Первомайка;г. Балашиха, мкр. 28, д. 10 (ул. Первомайская, д.14);4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха;мкр. 28;улица;Первомайская;10;101010;101010;101010;101010;37.933333;55.790278;101010;2;развитие застроенных территорий;1;101010;0,4;МОНОЛИТНЫЕ;Кирпич;Индивидуальная;99999;16;16;Многоэтажный ;СРЕДНИЙ;Нет;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;нет;99999;4;575;нет;КОНСЬЕРЖ;9974;99999;3171,9;4107,8;2692;99999;99999;99999;;99999;99999;99999;99999;51,2;50,2;52,2;101010;101010;64,2;52,2;76,2;101010;101010;84,1;83;85,3;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;158;99999;62;64;32;99999;99999;99999;;нет;99999;ГК ЮИТ;101010;101010;ЗАО ЮИТ-Московия;ГК ЮИТ;ОАО «ЦНИИЭП Жилище»;10.10.2009;№RU50315000-178;101010;2010, июнь;5;Завершено;99999;30.06.2011;;2 кв. 2011;;101010;101010;нет;фз-214;101010;101010;74 000р.;81 682р.;86 111р.;85 551р.;82 500р.;74 000р.;;;;;7;2;4;1;;;;;;;;71;495;40431730;105;8967500;305;25154250;85;6309980;;;нет;звонок;http://www.yit-dom.ru/main.php?project=46&logo=logo_house;21.06.2012;30.06.2011;продается;30.11.2011;продается
10232;27;2 кв. 2012;27;Первомайка;г. Балашиха, мкр. 28, д. 9А (ул. Евстафьева, д. 5);4;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха;мкр. 28;улица;Первомайская;9;а;101010;101010;101010;37.933333;55.790278;101010;2;развитие застроенных территорий;1;101010;0,5;МОНОЛИТНЫЕ;Кирпич;Индивидуальная;99999;14;14;Многоэтажный ;СРЕДНИЙ;Нет;101010;нет;99999;ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;нет;99999;4;413;нет;КОНСЬЕРЖ;7934;99999;637,7;3704,4;3576,3;99999;99999;99999;;99999;99999;99999;99999;45,6;43,9;47,2;101010;101010;68,6;64,7;72,5;101010;101010;91,7;87,4;96;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;107;99999;14;54;39;99999;99999;99999;;нет;99999;ГК ЮИТ;101010;101010;ЗАО ЮИТ-Строй;ГК ЮИТ;ОАО «ЦНИИЭП Жилище»;28.05.2010;№RU50315000-60;101010;2010, июнь;5;Завершено;99999;31.03.2012;;1 кв. 2012;;29.02.2012;RU50315000-32;нет;фз-214;101010;101010;75 992р.;77440;85 714р.;85714;78459;75992;;;;;5;1;1;3;;;;;;;;79;397;30736000;42;3600000;68;5296000;287;21840000;;;нет;звонок;http://www.yit-dom.ru/main.php?project=51&logo=logo_house;21.06.2012;30.06.2011;продается;30.11.2011;продается
10233;28;2 кв. 2012;28;Янтарный;г. Балашиха- мкр. Щитниково- корп. 1;2,5;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. Щитниково;улица;Кольцевая;101010;101010;1;101010;101010;37.87783820182087;55.821851910820236;101010;1;комплексное освоение в целях жилищного строительства;15,7;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;Д-25;25;25;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;3;101010;нет;КОНСЬЕРЖ;10340;99999;2145,6;3252;4939,2;99999;99999;99999;;99999;99999;99999;99999;44,7;41,1;48,3;101010;101010;67,8;62,8;72,7;101010;101010;102,9;102,9;102,9;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;144;99999;48;48;48;99999;99999;99999;;1 этаж;101010;ГК МОРТОН;101010;101010;"ООО ""Мортон-РСО""";"ООО ""Жилстрой-энерго-М""";"ООО ""Мортон-РСО""";101010;101010;101010;2008, март;5;Завершено;99999;31.12.2010;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.azbuka-novostr.ru/?SHOWALL_2=1;21.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10234;29;2 кв. 2012;29;Янтарный;г. Балашиха- мкр. Щитниково- корп. 17;2,5;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. Щитниково;улица;Кольцевая;101010;101010;17;101010;101010;37.87783820182087;55.821851910820236;101010;4;комплексное освоение в целях жилищного строительства;15,7;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;П-44К;17;17;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;8;101010;нет;КОНСЬЕРЖ;13104;99999;5075,2;8051,2;99999;99999;99999;99999;;99999;99999;99999;99999;39,7;39,2;40,1;101010;101010;62,9;61,6;64,1;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;256;99999;128;128;99999;99999;99999;99999;;1 этаж;101010;ГК МОРТОН;101010;101010;"ООО ""Мортон-РСО""";"ООО ""Жилстрой-энерго-М""";"ООО ""Мортон-РСО""";101010;101010;101010;2008, март;5;Завершено;99999;30.06.2010;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.azbuka-novostr.ru/homes.php?SECTION_ID=626&is=2;21.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10235;30;2 кв. 2012;30;Янтарный;г. Балашиха- мкр. Щитниково- корп. 18;2,5;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. Щитниково;улица;Кольцевая;101010;101010;18;101010;101010;37.87783820182087;55.821851910820236;101010;4;комплексное освоение в целях жилищного строительства;15,7;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;П-44К;17;17;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;8;101010;нет;КОНСЬЕРЖ;13104;99999;5075,2;8051,2;99999;99999;99999;99999;;99999;99999;99999;99999;39,7;39,2;40,1;101010;101010;62,9;61,6;64,1;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;256;99999;128;128;99999;99999;99999;99999;;1 этаж;101010;ГК МОРТОН;101010;101010;"ООО ""Мортон-РСО""";"ООО ""Жилстрой-энерго-М""";"ООО ""Мортон-РСО""";101010;101010;101010;2008, март;6;Завершено;99999;31.12.2009;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.morton.ru;21.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10236;31;2 кв. 2012;31;Янтарный;г. Балашиха- мкр. Щитниково- корп. 19;2,5;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. Щитниково;улица;Кольцевая;101010;101010;19;101010;101010;37.87783820182087;55.821851910820236;101010;6;комплексное освоение в целях жилищного строительства;15,7;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;П-44К;17;17;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;12;101010;нет;КОНСЬЕРЖ;21878;99999;3806,4;18115,2;99999;99999;99999;99999;;99999;99999;99999;99999;39,7;39,2;40,1;101010;101010;62,9;61,6;64,1;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;384;99999;96;288;99999;99999;99999;99999;;1 этаж;101010;ГК МОРТОН;101010;101010;"ООО ""Мортон-РСО""";"ООО ""Жилстрой-энерго-М""";"ООО ""Мортон-РСО""";101010;101010;101010;2008, март;6;Завершено;99999;31.12.2009;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.morton.ru;21.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10237;32;2 кв. 2012;32;Янтарный;г. Балашиха- мкр. Щитниково- корп. 2;2,5;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. Щитниково;улица;Кольцевая;101010;101010;2;101010;101010;37.87783820182087;55.821851910820236;101010;1;комплексное освоение в целях жилищного строительства;15,7;101010;101010;МОНОЛИТНЫЕ;Монолит;Индивидуальная;99999;24;24;Многоэтажный ;СРЕДНИЙ;Нет;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;2;896;нет;КОНСЬЕРЖ;11142;99999;8096;3130,6;99999;99999;99999;99999;;99999;99999;99999;99999;46;42,9;49,1;101010;101010;71,2;71,2;71,2;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;220;99999;176;44;99999;99999;99999;99999;;1 этаж;101010;"ООО ""Агентство недвижимости ""КЛЮЧ""";101010;101010;"ООО ""Мортон-РСО""";"ООО ""Жилстрой-энерго-М""";"ООО ""Мортон-РСО""";13.11.2008;№RU50315000-366;101010;2010, март;5;Завершено;99999;30.06.2011;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.morton.ru/index.php?action=katalog&id_group=123&show=1;21.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
10238;33;2 кв. 2012;33;Янтарный;г. Балашиха- мкр. Щитниково- корп. 20;2,5;Щелковское;Московская область;46;50;Московская область;Город Балашиха;Балашиха;Балашиха; мкр. Щитниково;улица;Кольцевая;101010;101010;20;101010;101010;37.87783820182087;55.821851910820236;101010;1;комплексное освоение в целях жилищного строительства;15,7;101010;101010;ПАНЕЛЬНЫЕ (СБОРНО-ЖЕЛЕЗОБЕТОННЫЕ);Панель;Типовая;Д-25;25;25;Многоэтажный ;ЭКОНОМ-КЛАСС;Да;101010;под ключ;ЭКОНОМ (КЛАССИЧЕСКАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);ЭКОНОМ (БАЗОВАЯ ОТДЕЛКА ДЕШЕВЫМИ МАТЕРИАЛАМИ);да;НАЗЕМНЫЙ;101010;2;101010;нет;КОНСЬЕРЖ;10340;99999;2145,6;3252;4939,2;99999;99999;99999;;99999;99999;99999;99999;44,7;41,1;48,3;101010;101010;67,8;62,8;72,7;101010;101010;102,9;102,9;102,9;101010;101010;;99999;99999;99999;99999;;99999;99999;99999;99999;;99999;99999;99999;99999;;;;;;144;99999;48;48;48;99999;99999;99999;;1 этаж;101010;ГК МОРТОН;101010;101010;"ООО ""Мортон-РСО""";"ООО ""Жилстрой-энерго-М""";"ООО ""Мортон-РСО""";101010;101010;101010;2008, март;5;Завершено;99999;30.09.2010;;;;101010;101010;нет;99999;99999;99999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://www.morton.ru;21.06.2012;30.06.2011;продажи завершены;30.11.2011;продажи завершены
